channel26,channel27,channel28,channel29,channel30
0.0056738806574202355,-0.017117900306133464,-0.013591609429312876,0.0014366388046708274,-0.0048501795351719315
0.00568568456399654,-0.017117539697989587,-0.013588508199275515,0.0014307729121970628,-0.004809190409484357
0.005691334091583978,-0.01711691464387353,-0.013589181334477424,0.0014280082497606574,-0.004801184908690243
0.005694651686507664,-0.017112947954290858,-0.013588940929048172,0.0014316383717423722,-0.004777192446850829
0.0056980654436030505,-0.01711335664352059,-0.01359194599691383,0.0014348357639514325,-0.004775197081788033
0.005697344227315293,-0.017116794441158902,-0.013597282997443238,0.001428032290303583,-0.004771759284149721
0.005702128295357421,-0.01711568857618434,-0.01360043230856645,0.0014217096275142384,-0.004741804767664842
0.005702729308930552,-0.017117683941247137,-0.013601345849197607,0.0014268062226143942,-0.0047277410500535634
0.00570294567381688,-0.017120953455084974,-0.01359834078133195,0.0014310133176263153,-0.004722380008981229
0.005698978984234212,-0.017121722752458584,-0.013595311672923369,0.0014383216426755955,-0.0047430548758969565
0.00569938767346394,-0.01712025627934014,-0.013601345849197607,0.001440365088824243,-0.00468648747839381
0.005701743646670617,-0.01711802050884809,-0.013600576551824001,0.0014398842779657374,-0.0046883145596561294
0.005702416781872524,-0.017116385751929173,-0.013598533105675352,0.0014414949943417302,-0.0046578792323127465
0.005715542918309718,-0.017119679306309938,-0.013597355119072016,0.0014390428589633535,-0.004687328897396196
0.0057207597161245,-0.017121362144314704,-0.013586801320727824,0.0014388745751628767,-0.00465400870490178
0.005709148133891597,-0.01712376619860723,-0.013583555847432913,0.0014453414812097725,-0.0046527345561267405
0.005699844443779521,-0.017121410225400552,-0.013580238252509228,0.0014538518334053158,-0.004609629862661743
0.00570034929518095,-0.0171163136303004,-0.01357951703622147,0.0014568569012709735,-0.004613259984643458
0.005690973483440099,-0.01711787626559054,-0.013581560482370116,0.0014542845631779708,-0.0046159284849081605
0.005681645752785097,-0.017120376482054767,-0.013581921090513994,0.0014503178735953024,-0.004588546306516286
0.005681525550070471,-0.017120809211827417,-0.013580959468796984,0.0014463031029267831,-0.004573016115786565
0.005684963347708783,-0.01711929465762313,-0.013579877644365348,0.0014458463326112027,-0.004564914452820753
0.005682679496130882,-0.01711797242776224,-0.013580310374138002,0.001451664143999117,-0.004564601925762724
0.005677534819944877,-0.01712025627934014,-0.0135825942257159,0.0014571694283290024,-0.0045374601528001025
